CustomerID,CustomerName,Gender,Age,Email,Country,Region,JoinDate,PurchaseAmount,Rating,Phone
CUST1244,Kabir Gupta,F,22.0,kabir.gupta@example.com,UK,North,10-Jun-2021,93.93,4.0,+91-9467541927
CUST1280,Rahul Chowdhury,M,40.0,rahul.chowdhury@example.com,Canada,East,09-Dec-2023,116.2,2.0,+91-7508469555
CUST1089,Neha Rao,female,20.0,neha.rao@example.com,UK,West,02-25-2024,66.35,4.0,+91-7318051098
CUST1468,Aditya Nair,Male,54.0,aditya.nair@example.com,USA,,2022-06-29,347.33,1.0,+91-8141756063
CUST1328,Aditya Bose,,24.0,aditya.bose@example.com,india,South,2021/10/21,306.63,5.0,+91-7378048132
CUST1495,Rahul Joshi,f,44.0,,india,East,,180.15,4.0,+91-7660182289
CUST1031,Isha Reddy,F,31.0,isha.reddy@example.com,Canada,East,2023/01/26,279.84,3.0,
CUST1479,  vivaan pillai  ,male,37.0,vivaan.pillai@example.com,india,South,06/03/2022,13355.75,2.0,+91-9918195168
CUST1216,Aditya Menon,female,54.0,aditya.menon@example.com,U.S.A,north,01-05-2024,180.77,2.0,+91-9039496086
CUST1378,SAI DAS,male,41.0,sai.das@example.com,U.S.A,SOUTH,24-Sep-2021,110.34,3.0,+91-8406947246
CUST1270,Ananya Verma,Male,60.0,ananya.verma@example.com,United States,East,08-Sep-2022,306.0,4.0,+91-9961788388
CUST1023,Isha Kapoor,male,24.0,isha.kapoor@example.com,Canada,north,27-May-2024,125.16,,+91-9213849513
CUST1327,Aditya Verma,male,51.0,aditya.verma@example.com,U.S.A,South,2024-04-06,86.4,4.0,
CUST1377,Yash Rao,Female,22.0,yash.rao@example.com,Germany,SOUTH,27-Jan-2024,343.44,4.0,+91-8720829540
CUST1188,Aarav Gupta,male,54.0,aarav.gupta@example.com,Australia,West,16/12/2022,560.03,10.0,+91-8607304606
CUST1013,Divya Bose,FEMALE,37.0,divya.bose@example.com,United States,North,2022/10/05,271.94,5.0,+91-9555656321
CUST1097,Meera Mehta,Male,32.0,meera.mehta@example.com,Canada,East,10-Apr-2021,147.81,1.0,+91-8135902437
CUST1154,  kavya nair  ,m,42.0,kavya.nair@example.com,USA,,,117.64,3.0,+91-8784266819
CUST1165,Divya Iyer,male,31.0,divya.iyer@example.com,india,north,2022-05-27,-87.21,2.0,+91-8598757527
CUST1032,Meera Kapoor,,22.0,meera.kapoor@example.com,Canada,SOUTH,07-08-2024,355.8,1.0,+91-8591589823
CUST1220,Aman Rao,MALE,62.0,aman.rao@example.com,India,north,2021/05/10,262.86,3.0,+91-7371537098
CUST1389,Aditya Sharma,F,44.0,aditya.sharma@example.com,UK,West,06-05-2023,203.56,3.0,+91-8666831822
CUST1322,Pooja Gupta,Male,28.0,pooja.gupta@example.com,USA,East,14-Nov-2022,170.08,3.0,+91-8245363002
CUST1483,Pooja Pillai,m,19.0,pooja.pillai@example.com,United States,SOUTH,12/09/2021,130.51,6.0,+91-7528475568
CUST1202,Yash Bose,Male,36.0,yash.bose@example.com,United States,north,2024/10/21,214.64,,+91-9096471391
CUST1055,Vikram Chowdhury,male,51.0,vikram.chowdhury@example.com,india,East,25-Nov-2022,224.66,,+91-9393639475
CUST1268,Rahul Joshi,female,64.0,rahul.joshi@example.com,Germany,SOUTH,06-01-2023,342.42,,+91-8921996951
CUST1050,Divya Joshi,male,19.0,divya.joshi@example.com,USA,SOUTH,07-25-2021,209.13,3.0,+91-8769748771
CUST1321,Nikhil Mehta,Male,39.0,nikhil.mehta@example.com,India,East,07-Nov-2021,64.05,4.0,+91-7301075867
CUST1025,Arjun Mehta,MALE,50.0,,USA,South,2021/12/27,263.7,2.0,+91-9400565848
CUST1453,Neha Joshi,F,39.0,,India,South,24/10/2024,150.72,,+91-7462498524
CUST1326,Aditya Pillai,Female,40.0,aditya.pillai@example.com,USA,West,22-Nov-2022,87.1,2.0,+91-8440977557
CUST1077,ANANYA REDDY,Female,63.0,ananya.reddy@example.com,U.S.A,north,2021/03/19,192.99,5.0,+91-8879792991
CUST1450,Rahul Reddy,male,62.0,,india,SOUTH,29-Mar-2023,50.77,,+91-7293076437
CUST1381,Kavya Pillai,F,54.0,kavya.pillai@example.com,Canada,West,,107.16,5.0,+91-7044325089
CUST1390,Sneha Iyer,f,33.0,sneha.iyer@example.com,Germany,West,2024-07-15,231.0,,+91-9703937817
CUST1446,Aditya Mehta,Male,150.0,aditya.mehta@example.com,India ,North,22-Sep-2021,326.9,2.0,+91-9855262673
CUST1476,Priya Rao,Male,46.0,priya.rao@example.com,Australia,West,2024/10/24,278.71,1.0,+91-9957514493
CUST1273,Rohan Verma,FEMALE,43.0,rohan.verma@example.com,USA,West,25-Sep-2021,107.74,5.0,+91-8040735415
CUST1146,Ishaan Reddy,female,56.0,ishaan.reddy@example.com,india,SOUTH,05-Jul-2022,193.95,5.0,+91-8585148616
CUST1271,Yash Kapoor,Female,57.0,yash.kapoor@example.com,United States,North,16-Nov-2022,197.72,,+91-9722524375
CUST1256,Ishaan Iyer,Female,19.0,ishaan.iyer@example.com,United States,SOUTH,2022/07/11,278.91,3.0,+91-8944620470
CUST1040,Aman Gupta,male,23.0,aman.gupta@example.com,USA,West,12-Jul-2023,264.91,4.0,+91-8136253459
CUST1423,Aarav Gupta,Male,32.0,aarav.gupta@example.com,Canada,north,04/07/2024,78.77,,+91-7842186354
CUST1427,Kavya Verma,F,41.0,kavya.verma@example.com,USA,,2023/06/04,56.77,4.0,+91-7233787344
CUST1243,Ishaan Iyer,Female,32.0,ishaan.iyer@example.com,U.S.A,West,2022/10/05,19.46,4.0,+91-8039624809
CUST1259,Nikhil Mehta,F,25.0,nikhil.mehta@example.com,USA,South,08-27-2023,88.21,5.0,+91-9742422573
CUST1082,Ishaan Iyer,Female,21.0,ishaan.iyer@example.com,india,West,2024/05/07,164.15,,+91-7804507108
CUST1248,Kavya Mehta,M,46.0,kavya.mehta@example.com,Germany,East,2022/05/29,197.16,3.0,+91-8932111726
CUST1221,Meera Menon,FEMALE,53.0,,UK,South,2023/03/12,523.6,,+91-7047889782
CUST1217,Pooja Pillai,,,pooja.pillai@example.com,United States,South,03-23-2021,307.15,,+91-8610432533
CUST1113,Kabir Pillai,Male,20.0,kabir.pillai@example.com,Germany,north,2021-05-04,432.17,2.0,+91-9774036963
CUST1480,Diya Joshi,Male,29.0,diya.joshi@example.com,India,north,24-Aug-2024,48.61,2.0,+91-9560468272
CUST1469,Sneha Mehta,female,62.0,sneha.mehta@example.com,Germany,South,10-Jan-2023,87.43,1.0,+91-7596412178
CUST1232,Isha Kapoor,,,isha.kapoor@example.com,Australia,South,09-Jul-2023,82.06,5.0,+91-9833169800
CUST1213,Rahul Verma,f,31.0,rahul.verma@example.com,U.S.A,north,2022-08-13,260.85,3.0,+91-8079501936
CUST1486,Kabir Reddy,f,37.0,kabir.reddy@example.com,UK,North,05/06/2022,87.38,,+91-9420824631
CUST1187,Aditya Iyer,Male,29.0,aditya.iyer@example.com,Canada,SOUTH,04-07-2022,110.91,0.0,+91-9581885004
CUST1333,Meera Kapoor,M,50.0,meera.kapoor@example.com,UK,north,2022/04/16,148.68,3.0,+91-8059371626
CUST1236,Aman Gupta,female,18.0,aman.gupta@example.com,United States,north,2023/05/18,92.71,5.0,+91-9383326135
CUST1159,Kavya Gupta,female,37.0,kavya.gupta@example.com,USA,North,2023-10-26,319.66,1.0,+91-8334436786
CUST1358,Priya Mehta,Female,61.0,priya.mehta@example.com,Australia,North,2021-06-18,393.47,4.0,+91-8838081369
CUST1237,Sneha Iyer,male,55.0,sneha.iyer@example.com,UK,SOUTH,01-Sep-2021,72.33,3.0,+91-9940181914
CUST1179,Arjun Nair,M,23.0,arjun.nair@example.com,Canada,north,2021-05-07,195.95,5.0,+91-8662608027
CUST1090,Rahul Reddy,FEMALE,41.0,rahul.reddy@example.com,Germany,SOUTH,05-13-2021,230.64,,+91-7963110410
CUST1340,Diya Iyer,Female,54.0,diya.iyer@example.com,U.S.A,North,2022/08/24,508.33,1.0,+91-7997841438
CUST1421,Ishaan Das,female,24.0,ishaan.das@example.com,India,South,2024/08/16,84.16,,+91-9311256997
CUST1060,Karan Gupta,F,58.0,karan.gupta@example.com,India,South,24/09/2021,293.28,2.0,
CUST1235,Neha Kapoor,f,36.0,neha.kapoor@example.com,Canada,North,2022/08/04,231.33,5.0,+91-8610741069
CUST1477,Priya Iyer,f,47.0,priya.iyer@example.com,India ,East,09/11/2021,144.51,2.0,+91-8284632334
CUST1350,Karan Mehta,f,46.0,karan.mehta@example.com,USA,SOUTH,,145.38,,+91-8171110251
CUST1264,Arjun Gupta,m,55.0,arjun.gupta@example.com,Australia,SOUTH,2022/10/22,416.65,1.0,+91-7424143426
CUST1245,Kabir Mehta,M,61.0,kabir.mehta@example.com,Canada,South,21-Apr-2021,236.81,,+91-7516977385
CUST1434,Riya Rao,F,33.0,,India,North,02-11-2024,54.74,1.0,+91-7940361784
CUST1342,Nikhil Pillai,Male,34.0,nikhil.pillai@example.com,United States,SOUTH,02/01/2024,108.54,2.0,+91-9467566824
CUST1368,Yash Pillai,f,32.0,yash.pillai@example.com,U.S.A,South,12-13-2022,136.76,4.0,+91-8946602034
CUST1120,Rohan Iyer,Male,48.0,rohan.iyer@example.com,india,SOUTH,22-May-2024,719.46,5.0,+91-8544661869
CUST1467,Diya Chowdhury,Female,40.0,diya.chowdhury@example.com,India,South,16-Jun-2022,59.02,1.0,+91-8188684621
CUST1375,Vivaan Pillai,,60.0,vivaan.pillai@example.com,Canada,West,09-26-2022,114.46,4.0,+91-8687817209
CUST1109,Arjun Das,Female,18.0,arjun.das@example.com,Canada,,02-25-2023,102.38,,+91-9868119543
CUST1145,Vivaan Kapoor,female,62.0,vivaan.kapoor@example.com,Australia,East,2023-11-20,234.66,3.0,+91-7569902893
CUST1164,Neha Menon,F,35.0,neha.menon@example.com,USA,SOUTH,2022/09/16,189.6,2.0,+91-7210241300
CUST1173,Isha Menon,female,30.0,isha.menon@example.com,Australia,East,2021-09-18,62.37,5.0,+91-9625862062
CUST1319,  yash reddy  ,male,34.0,yash.reddy@example.com,india,East,05-25-2023,192.09,4.0,+91-8136726892
CUST1030,Rohan Menon,MALE,39.0,rohan.menon@example.com,USA,SOUTH,01-10-2024,153.05,1.0,+91-7087531510
CUST1022,Sai Nair,MALE,62.0,sai.nair@example.com,Germany,North,08-Sep-2022,193.9,,+91-7747441732
CUST1277,Aditya Rao,,21.0,aditya.rao@example.com,USA,,22-Aug-2024,309.48,5.0,+91-9150278891
CUST1031,Isha Reddy,F,31.0,isha.reddy@example.com,Canada,East,2023/01/26,279.84,3.0,
CUST1306,Aditya Gupta,M,50.0,aditya.gupta@example.com,India,SOUTH,11-02-2021,147.57,3.0,+91-9918683391
CUST1020,Ishaan Gupta,FEMALE,57.0,ishaan.gupta@example.com,Canada,,01-31-2022,210.99,4.0,+91-8422277848
CUST1484,Vivaan Reddy,f,18.0,vivaan.reddy@example.com,India,North,2023/11/03,119.75,1.0,+91-8260129779
CUST1052,Aditya Mehta,female,19.0,aditya.mehta@example.com,Australia,East,12-Feb-2022,135.94,,+91-9827075539
CUST1249,Riya Nair,male,58.0,riya.nair@example.com,Australia,West,2021/09/06,246.99,3.0,+91-9093769694
CUST1430,Isha Verma,female,48.0,,U.S.A,South,2021/08/10,265.62,2.0,+91-8808211327
CUST1228,Riya Bose,FEMALE,53.0,riya.bose@example.com,Canada,East,25/04/2022,91.61,1.0,+91-7443348057
CUST1261,Isha Reddy,female,56.0,isha.reddy@example.com,United States,SOUTH,03/05/2021,255.63,5.0,+91-8884283304
CUST1369,Divya Menon,m,41.0,divya.menon@example.com,UK,South,15-Sep-2024,104.5,4.0,+91-7257189761
CUST1056,Neha Verma,MALE,,neha.verma@example.com,Australia,SOUTH,31/01/2023,484.88,5.0,+91-8994013856
CUST1458,Vikram Menon,MALE,41.0,,Germany,South,10/01/2024,38.03,5.0,+91-7025953043
CUST1002,Priya Joshi,MALE,36.0,priya.joshi@example.com,Germany,SOUTH,23/05/2021,150.91,4.0,+91-8566942273
CUST1494,Ishaan Pillai,m,57.0,ishaan.pillai@example.com,india,South,2021/01/05,154.42,5.0,
CUST1058,Kavya Das,Female,53.0,kavya.das@example.com,Australia,,29-Jan-2023,206.11,5.0,+91-7260060661
CUST1380,Kabir Reddy,Female,26.0,kabir.reddy@example.com,India,West,19-Jul-2023,100.49,3.0,+91-7559201866
CUST1253,Ananya Chowdhury,M,,ananya.chowdhury@example.com,Germany,West,2024/01/13,404.06,5.0,+91-9422294927
CUST1443,Kavya Menon,MALE,25.0,kavya.menon@example.com,Germany,South,2022-09-18,104.62,4.0,+91-9965754837
CUST1449,Ishaan Joshi,M,29.0,ishaan.joshi@example.com,USA,SOUTH,21-Mar-2022,119.01,1.0,+91-8761349189
CUST1278,Rahul Chowdhury,Male,26.0,rahul.chowdhury@example.com,india,South,02-07-2021,235.34,3.0,+91-8662885003
CUST1242,Nikhil Mehta,,34.0,,USA,West,21/07/2024,246.65,5.0,+91-8131078331
CUST1074,Vikram Reddy,Male,25.0,vikram.reddy@example.com,USA,South,22-Mar-2021,157.54,3.0,+91-9915843503
CUST1274,Aditya Iyer,MALE,35.0,aditya.iyer@example.com,India ,East,2022/01/26,140.94,4.0,+91-8002830207
CUST1438,Neha Mehta,m,43.0,neha.mehta@example.com,india,West,29-Aug-2023,80.56,2.0,+91-7938852920
CUST1461,Aarav Menon,MALE,53.0,aarav.menon@example.com,Australia,South,02-07-2024,167.62,4.0,+91-9015449824
CUST1080,Rahul Joshi,m,50.0,rahul.joshi@example.com,Canada,East,24-Feb-2021,61.16,1.0,+91-9791559885
CUST1365,Neha Menon,f,,neha.menon@example.com,USA,East,24/04/2023,38.14,1.0,+91-7729196312
CUST1026,Isha Nair,FEMALE,59.0,isha.nair@example.com,U.S.A,South,31/08/2023,91.06,2.0,+91-8227193073
CUST1204,Kavya Das,F,18.0,kavya.das@example.com,UK,north,09/06/2024,111.24,4.0,+91-8194675791
CUST1292,  vikram verma  ,FEMALE,49.0,vikram.verma@example.com,Australia,East,2022/06/16,175.04,,+91-9617377805
CUST1367,Sai Nair,FEMALE,42.0,sai.nair@example.com,United States,West,2022-02-18,209.44,5.0,+91-7394955891
CUST1344,Aarav Bose,m,54.0,aarav.bose@example.com,india,north,2024/09/27,322.0,4.0,+91-9366355159
CUST1351,Neha Rao,,47.0,neha.rao@example.com,U.S.A,North,19/11/2023,153.54,3.0,+91-8293095736
CUST1108,Rahul Iyer,F,40.0,rahul.iyer@example.com,Australia,North,2022/11/22,405.68,4.0,+91-7372535899
CUST1014,Aditya Das,F,24.0,aditya.das@example.com,United States,north,2021/06/17,298.25,3.0,+91-9884887548
CUST1147,Rahul Mehta,female,64.0,rahul.mehta@example.com,USA,West,07-24-2024,386.68,2.0,+91-8218023007
CUST1114,Kavya Nair,MALE,33.0,kavya.nair@example.com,USA,SOUTH,01-10-2024,102.19,2.0,+91-8281459294
CUST1406,Yash Nair,,39.0,yash.nair@example.com,India,West,2021/09/16,276.07,,
CUST1155,Kavya Bose,MALE,53.0,kavya.bose@example.com,Australia,North,14/11/2023,99.43,,+91-8878988236
CUST1059,Arjun Iyer,F,20.0,arjun.iyer@example.com,USA,SOUTH,2024-08-02,113.01,2.0,+91-7889734128
CUST1193,Kavya Sharma,M,47.0,kavya.sharma@example.com,United States,West,21/10/2021,276.73,,+91-7899290419
CUST1098,Riya Nair,MALE,19.0,riya.nair@example.com,Canada,East,31-May-2021,425.73,1.0,+91-8602874642
CUST1304,Arjun Kapoor,MALE,41.0,arjun.kapoor@example.com,india,East,2022/03/03,162.96,,+91-7334553919
CUST1488,Ananya Pillai,F,40.0,ananya.pillai@example.com,Canada,North,09-10-2021,214.57,5.0,+91-9609050672
CUST1041,Aman Kapoor,,61.0,aman.kapoor@example.com,Canada,East,19/10/2021,335.57,4.0,+91-8728760924
CUST1281,Diya Nair,M,57.0,diya.nair@example.com,India ,East,06-27-2023,49.6,5.0,+91-9630074869
CUST1227,Riya Pillai,male,26.0,riya.pillai@example.com,Germany,SOUTH,2022/05/05,164.8,5.0,+91-7627920145
CUST1240,Neha Das,MALE,61.0,,USA,north,2022/08/06,125.2,5.0,+91-8734979825
CUST1079,Nikhil Iyer,MALE,51.0,nikhil.iyer@example.com,Canada,South,28-May-2022,324.22,1.0,+91-8171629709
CUST1028,Aarav Pillai,f,150.0,aarav.pillai@example.com,India ,West,2024/01/08,143.21,4.0,+91-9916892179
CUST1403,Kabir Nair,MALE,46.0,kabir.nair@example.com,U.S.A,South,10-Oct-2021,111.51,,
CUST1387,Ishaan Menon,FEMALE,30.0,,USA,north,06/08/2021,266.4,,+91-7024933829
CUST1239,Vivaan Menon,M,23.0,vivaan.menon@example.com,U.S.A,North,12/05/2024,89.64,2.0,+91-8715554644
CUST1267,Ishaan Kapoor,,25.0,ishaan.kapoor@example.com,USA,north,04-Jan-2023,84.85,3.0,+91-9576618444
CUST1212,Meera Joshi,MALE,19.0,,UK,North,14/02/2022,95.07,3.0,+91-8540529329
CUST1418,Priya Gupta,m,32.0,priya.gupta@example.com,india,SOUTH,22/10/2023,138.56,4.0,+91-7179495626
CUST1057,Yash Iyer,,23.0,yash.iyer@example.com,Australia,North,2021/07/19,250.51,5.0,+91-7663670797
CUST1168,  kabir rao  ,M,25.0,kabir.rao@example.com,Canada,north,02-09-2021,108.07,3.0,+91-8369568735
CUST1062,Vivaan Mehta,MALE,47.0,vivaan.mehta@example.com,india,North,2022-10-22,130.47,4.0,+91-8948692883
CUST1436,Divya Reddy,m,50.0,divya.reddy@example.com,USA,South,24-Jan-2022,88.58,1.0,+91-9299819036
CUST1111,Nikhil Chowdhury,,18.0,nikhil.chowdhury@example.com,United States,North,12-13-2023,203.05,5.0,+91-7706681697
CUST1084,Ishaan Bose,,63.0,ishaan.bose@example.com,Germany,East,24/01/2024,139.09,2.0,+91-8965718821
CUST1409,Rahul Verma,M,64.0,rahul.verma@example.com,India,South,2023-09-03,367.63,4.0,+91-9733579809
CUST1376,  kabir iyer  ,Female,20.0,kabir.iyer@example.com,UK,SOUTH,12-Oct-2022,108.2,4.0,+91-8429031013
CUST1441,Sai Nair,F,23.0,sai.nair@example.com,Australia,north,2021/10/10,10796.84,4.0,+91-9814528616
CUST1452,Diya Gupta,Male,49.0,diya.gupta@example.com,India,north,2024-08-05,661.81,,+91-8072452389
CUST1129,Sneha Gupta,female,40.0,sneha.gupta@example.com,United States,North,20/06/2024,149.33,,+91-8549195708
CUST1258,Neha Mehta,Male,20.0,neha.mehta@example.com,India,West,27/05/2021,52.01,1.0,+91-8652694369
CUST1096,Rahul Verma,male,62.0,rahul.verma@example.com,India ,West,24/05/2022,111.48,2.0,+91-9142156616
CUST1303,Rahul Mehta,Male,24.0,rahul.mehta@example.com,UK,East,2024/05/22,151.42,,+91-8979871930
CUST1177,Diya Kapoor,MALE,42.0,diya.kapoor@example.com,Canada,north,01-12-2024,149.04,4.0,+91-8836553621
CUST1382,Sneha Reddy,female,42.0,sneha.reddy@example.com,India ,SOUTH,2024-05-08,124.94,3.0,+91-9569387163
CUST1497,Aarav Nair,F,33.0,aarav.nair@example.com,India ,North,25-Nov-2021,214.87,4.0,+91-8395382026
CUST1141,Ananya Chowdhury,MALE,48.0,ananya.chowdhury@example.com,UK,north,14/08/2024,277.08,4.0,+91-7041160563
CUST1481,Diya Das,MALE,61.0,diya.das@example.com,USA,SOUTH,22-Feb-2023,293.02,,+91-9520503652
CUST1324,Sneha Rao,Female,54.0,sneha.rao@example.com,india,North,03-17-2021,333.53,,+91-9304513663
CUST1386,Sneha Verma,M,54.0,sneha.verma@example.com,UK,SOUTH,2023/11/08,170.22,5.0,+91-7330005804
CUST1492,Riya Reddy,FEMALE,43.0,riya.reddy@example.com,U.S.A,West,2021-01-29,182.26,,+91-9268221266
CUST1310,Rahul Rao,female,27.0,,india,South,2023/10/25,86.99,3.0,+91-9965663196
CUST1417,Sai Gupta,f,52.0,sai.gupta@example.com,India ,East,2021/05/05,167.38,1.0,+91-9899521378
CUST1463,Diya Gupta,MALE,29.0,diya.gupta@example.com,Germany,West,2024-07-24,263.14,1.0,+91-9905225852
CUST1263,Diya Verma,m,39.0,diya.verma@example.com,Germany,SOUTH,03/11/2023,154.98,3.0,+91-9314800617
CUST1081,Rohan Menon,M,36.0,rohan.menon@example.com,UK,West,2023-07-08,,5.0,+91-8237386857
CUST1482,Karan Kapoor,FEMALE,37.0,karan.kapoor@example.com,UK,SOUTH,08/06/2023,144.72,2.0,+91-8691343289
CUST1445,Priya Nair,f,24.0,priya.nair@example.com,UK,north,2021/12/30,292.18,3.0,+91-9252262370
CUST1334,Ishaan Nair,MALE,64.0,ishaan.nair@example.com,UK,North,2023-05-06,227.22,4.0,+91-7420903379
CUST1218,Vikram Menon,m,61.0,vikram.menon@example.com,Canada,North,2021/07/16,182.9,2.0,+91-7446362270
CUST1451,Aditya Chowdhury,,62.0,aditya.chowdhury@example.com,Australia,South,06/02/2021,287.13,1.0,+91-8537971916
CUST1283,Kabir Rao,F,43.0,kabir.rao@example.com,USA,West,06-17-2024,79.91,5.0,+91-8343884495
CUST1414,Pooja Das,Female,44.0,pooja.das@example.com,U.S.A,North,13-Mar-2024,110.85,1.0,+91-9489160101
CUST1308,Priya Pillai,male,63.0,priya.pillai@example.com,India ,SOUTH,23-Feb-2023,126.01,4.0,+91-8792012815
CUST1053,Arjun Iyer,Male,43.0,arjun.iyer@example.com,India,SOUTH,10-15-2023,300.13,2.0,+91-9831163141
CUST1171,Pooja Iyer,M,53.0,pooja.iyer@example.com,Canada,,,36.24,3.0,+91-7608393560
CUST1200,Aman Gupta,FEMALE,20.0,aman.gupta@example.com,USA,North,08-19-2022,212.7,1.0,+91-7732344664
CUST1293,Ishaan Bose,male,-5.0,ishaan.bose@example.com,USA,South,14-Jun-2024,332.02,,+91-7291353679
CUST1139,Kavya Rao,Male,53.0,kavya.rao@example.com,India ,SOUTH,2022-03-16,272.18,2.0,+91-9102317678
CUST1284,Arjun Kapoor,f,28.0,arjun.kapoor@example.com,India,West,2023-07-25,46.46,1.0,+91-9708614883
CUST1295,Ananya Mehta,M,62.0,ananya.mehta@example.com,Germany,West,04-25-2021,291.75,5.0,+91-8518681304
CUST1066,Divya Das,m,,divya.das@example.com,Australia,,07-14-2022,175.4,,+91-9719453060
CUST1435,Kabir Bose,M,57.0,kabir.bose@example.com,India,East,,151.37,2.0,+91-8599232171
CUST1455,Aman Kapoor,female,46.0,aman.kapoor@example.com,United States,North,2024/01/04,158.68,,+91-9979507921
CUST1305,Riya Joshi,f,25.0,riya.joshi@example.com,Germany,West,27-Dec-2021,169.87,4.0,+91-7264064129
CUST1222,Pooja Pillai,m,61.0,pooja.pillai@example.com,India ,North,09-17-2022,281.41,2.0,+91-7834624758
CUST1478,  divya joshi  ,M,29.0,divya.joshi@example.com,india,West,03-12-2023,71.98,1.0,+91-9492728925
CUST1099,  rohan chowdhury  ,female,39.0,rohan.chowdhury@example.com,U.S.A,,03-21-2021,102.5,2.0,+91-7697940975
CUST1294,Meera Iyer,m,47.0,meera.iyer@example.com,Germany,SOUTH,2024-03-11,129.83,4.0,+91-9773055184
CUST1148,Rohan Chowdhury,f,27.0,rohan.chowdhury@example.com,India,,06-Jul-2024,,4.0,+91-7566562369
CUST1015,Aman Iyer,FEMALE,34.0,aman.iyer@example.com,india,north,24/07/2021,199.41,2.0,+91-9333103372
CUST1163,Kabir Pillai,female,38.0,kabir.pillai@example.com,Germany,East,24/04/2022,144.09,4.0,+91-9301778419
CUST1300,Priya Sharma,f,49.0,priya.sharma@example.com,U.S.A,South,04/08/2022,136.31,2.0,+91-7216706931
CUST1046,Sneha Joshi,male,59.0,sneha.joshi@example.com,india,north,2021/10/24,196.3,4.0,+91-8147497835
CUST1086,Riya Mehta,MALE,63.0,riya.mehta@example.com,Germany,north,01-Jul-2022,119.64,3.0,+91-8269763934
CUST1037,Kabir Bose,f,53.0,kabir.bose@example.com,USA,East,04-11-2022,,5.0,+91-9739629302
CUST1439,Meera Rao,MALE,63.0,meera.rao@example.com,U.S.A,North,08-28-2022,134.01,4.0,+91-9136931179
CUST1385,Pooja Pillai,,41.0,pooja.pillai@example.com,India,North,22-Aug-2023,138.02,3.0,+91-8966062974
CUST1289,Karan Das,FEMALE,60.0,karan.das@example.com,India,north,2022/07/24,79.6,3.0,+91-9864728338
CUST1206,Pooja Sharma,Female,62.0,pooja.sharma@example.com,U.S.A,SOUTH,10-07-2024,68.99,5.0,+91-9822511659
CUST1407,Pooja Kapoor,male,35.0,pooja.kapoor@example.com,U.S.A,North,2023/02/03,198.73,3.0,
CUST1363,Kavya Joshi,Female,61.0,kavya.joshi@example.com,india,,12-29-2021,45.31,4.0,+91-9899208510
CUST1172,Nikhil Verma,m,45.0,nikhil.verma@example.com,India ,East,11/09/2022,198.21,3.0,+91-9978819212
CUST1073,Meera Mehta,FEMALE,58.0,meera.mehta@example.com,USA,north,2023/02/27,61.86,5.0,+91-9042811108
CUST1465,Vikram Joshi,F,57.0,vikram.joshi@example.com,Australia,north,2024/09/10,116.67,1.0,+91-8479155865
